"gebieden";"onderwerpen";"data_2000";"data_2001";"data_2002";"data_2003";"data_2004";"data_2005";"data_2006";"data_2007";"data_2008";"data_2009";"data_2010";"data_2011";"data_2012"
"Berendrecht_Zandvliet";"Aantal nieuwe Belgen";"?";"?";"?";"?";"422";"440";"477";"479";"495";"496";"507";"536";"514"
"Berendrecht_Zandvliet";"Aantal allochtonen";"?";"?";"?";"?";"779";"803";"826";"824";"864";"879";"892";"912";"883"
"Berendrecht_Zandvliet";"Aantal EU'ers (EU15)";"?";"?";"?";"?";"?";"?";"?";"376";"373";"380";"362";"361";"397"
"Berendrecht_Zandvliet";"Aantal nieuwe EU'ers";"?";"?";"?";"?";"?";"?";"?";"13";"16";"14";"21";"24";"29"
"Berendrecht_Zandvliet";"Aantal allochtonen niet EU";"?";"?";"?";"?";"?";"?";"?";"293";"337";"351";"374";"392";"457"
"Berendrecht_Zandvliet";"Aantal Europeanen buiten de EU";"?";"?";"?";"?";"?";"?";"?";"78";"83";"84";"85";"83";"116"
"Berendrecht_Zandvliet";"Aantal Marokkanen";"?";"?";"?";"?";"?";"?";"?";"67";"85";"93";"112";"125";"140"
"Berendrecht_Zandvliet";"Aantal Turken";"?";"?";"?";"?";"?";"?";"?";"6";"x";"x";"5";"x";"9"
"Berendrecht_Zandvliet";"Aantal rest AziÃ«";"?";"?";"?";"?";"?";"?";"?";"37";"47";"44";"45";"44";"56"
"Berendrecht_Zandvliet";"Aantal rest Afrika";"?";"?";"?";"?";"?";"?";"?";"51";"70";"62";"67";"87";"93"
"Berendrecht_Zandvliet";"Aantal Amerika en OceaniÃ«";"?";"?";"?";"?";"?";"?";"?";"19";"19";"20";"22";"21";"24"
"Berendrecht_Zandvliet";"Aantal vluchtelingen";"?";"?";"?";"?";"?";"?";"?";"35";"30";"44";"38";"28";"19"
"Berendrecht_Zandvliet";"Aantal etniciteit onbekend";"?";"?";"?";"?";"?";"?";"?";"142";"138";"134";"135";"135";"11"
"Berendrecht_Zandvliet";"Percentage autochtonen";"?";"?";"?";"?";"91,8497594";"91,6232005";"91,3553114";"91,3978495";"91,0345543";"90,9353408";"90,817377";"90,6853233";"91,0118078"
"Berendrecht_Zandvliet";"Percentage nieuwe Belgen";"?";"?";"?";"?";"4,4151496";"4,5900271";"4,9921507";"5,000522";"5,1364533";"5,114984";"5,2192712";"5,4744153";"5,2320847"
"Berendrecht_Zandvliet";"Percentage allochtonen";"?";"?";"?";"?";"8,1502406";"8,3767995";"8,6446886";"8,6021505";"8,9654457";"9,0646592";"9,182623";"9,3146767";"8,9881922"
"Berendrecht_Zandvliet";"Percentage EU'ers (EU15)";"?";"?";"?";"?";"?";"?";"?";"3,9252532";"3,8704991";"3,9187378";"3,7265802";"3,6870595";"4,0411238"
"Berendrecht_Zandvliet";"Percentage nieuwe EU'ers";"?";"?";"?";"?";"?";"?";"?";"0,1357135";"0,1660268";"0,1443745";"0,2161828";"0,2451231";"0,2951954"
"Berendrecht_Zandvliet";"Percentage allochtonen niet EU";"?";"?";"?";"?";"?";"?";"?";"3,0587744";"3,4969389";"3,6196762";"3,8501132";"4,0036768";"4,651873"
"Berendrecht_Zandvliet";"Percentage Europa buiten EU";"?";"?";"?";"?";"?";"?";"?";"0,8142812";"0,8612639";"0,8662473";"0,8750257";"0,8477173";"1,1807818"
"Berendrecht_Zandvliet";"Percentage Marokkanen";"?";"?";"?";"?";"?";"?";"?";"0,6994467";"0,8820172";"0,9590595";"1,1529751";"1,2766827";"1,4250814"
"Berendrecht_Zandvliet";"Percentage Turken";"?";"?";"?";"?";"?";"?";"?";"0,062637";"0,03113";"0,0412499";"0,0514721";"0,0408538";"0,0916124"
"Berendrecht_Zandvliet";"Percentage Rest AziÃ«";"?";"?";"?";"?";"?";"?";"?";"0,3862616";"0,4877036";"0,4537486";"0,4632489";"0,4493923";"0,5700326"
"Berendrecht_Zandvliet";"Percentage rest Afrika";"?";"?";"?";"?";"?";"?";"?";"0,5324147";"0,7263671";"0,639373";"0,6897262";"0,8885711";"0,9466612"
"Berendrecht_Zandvliet";"Percentage Amerika en OceaniÃ«";"?";"?";"?";"?";"?";"?";"?";"0,1983506";"0,1971568";"0,2062494";"0,2264772";"0,2144827";"0,2442997"
"Berendrecht_Zandvliet";"Percentage vluchtelingen";"?";"?";"?";"?";"?";"?";"?";"0,3653826";"0,3113002";"0,4537486";"0,391188";"0,2859769";"0,1934039"
"Berendrecht_Zandvliet";"Percentage etniciteit onbekend";"?";"?";"?";"?";"?";"?";"?";"1,4824094";"1,4319809";"1,3818707";"1,3897468";"1,3788173";"0,1119707"
"Berendrecht_Zandvliet";"Aantal Noord-Europeanen";"?";"?";"?";"?";"?";"?";"?";"x";"x";"x";"5";"6";"7"
"Berendrecht_Zandvliet";"Aantal West-Europeanen";"?";"?";"?";"?";"?";"?";"?";"339";"328";"332";"316";"313";"346"
"Berendrecht_Zandvliet";"Aantal Zuid-Europeanen";"?";"?";"?";"?";"?";"?";"?";"39";"47";"49";"47";"49";"51"
"Berendrecht_Zandvliet";"Aantal Oost-Europeanen";"?";"?";"?";"?";"?";"?";"?";"94";"101";"102";"109";"109";"144"
"Berendrecht_Zandvliet";"Aantal West-Aziaten";"?";"?";"?";"?";"?";"?";"?";"23";"28";"26";"28";"29";"38"
"Berendrecht_Zandvliet";"Aantal Centraal-Aziaten";"?";"?";"?";"?";"?";"?";"?";"x";"x";"x";"x";"x";"x"
"Berendrecht_Zandvliet";"Aantal Zuid-Aziaten";"?";"?";"?";"?";"?";"?";"?";"x";"x";"x";"x";"x";"6"
"Berendrecht_Zandvliet";"Aantal Oost-Aziaten";"?";"?";"?";"?";"?";"?";"?";"20";"22";"26";"25";"20";"20"
"Berendrecht_Zandvliet";"Aantal Noord-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"70";"96";"104";"123";"135";"153"
"Berendrecht_Zandvliet";"Aantal West-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"25";"28";"24";"27";"40";"36"
"Berendrecht_Zandvliet";"Aantal Centraal-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"37";"38";"42";"39";"38";"38"
"Berendrecht_Zandvliet";"Aantal Zuid-Afrikanen (regio)";"?";"?";"?";"?";"?";"?";"?";"0";"x";"x";"x";"x";"x"
"Berendrecht_Zandvliet";"Aantal Oost-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"8";"8";"8";"7";"7";"6"
"Berendrecht_Zandvliet";"Aantal Noord-Amerikanen";"?";"?";"?";"?";"?";"?";"?";"0";"x";"x";"x";"x";"x"
"Berendrecht_Zandvliet";"Aantal Zuid-Amerikanen";"?";"?";"?";"?";"?";"?";"?";"19";"18";"18";"21";"20";"23"
"Berendrecht_Zandvliet";"Aantal OceaniÃ«rs";"?";"?";"?";"?";"?";"?";"?";"0";"0";"0";"0";"0";"0"
"Berendrecht_Zandvliet";"Percentage Noord-Europeanen";"?";"?";"?";"?";"?";"?";"?";"0,020879";"0,03113";"0,0412499";"0,0514721";"0,0612808";"0,0712541"
"Berendrecht_Zandvliet";"Percentage West-Europeanen";"?";"?";"?";"?";"?";"?";"?";"3,5389915";"3,4035488";"3,4237393";"3,2530369";"3,1968134";"3,521987"
"Berendrecht_Zandvliet";"Percentage Zuid-Europeanen";"?";"?";"?";"?";"?";"?";"?";"0,4071406";"0,4877036";"0,5053109";"0,4838378";"0,5004596";"0,5191368"
"Berendrecht_Zandvliet";"Percentage Oost-Europeanen";"?";"?";"?";"?";"?";"?";"?";"0,9813133";"1,048044";"1,0518717";"1,1220918";"1,1132673";"1,465798"
"Berendrecht_Zandvliet";"Percentage West-Aziaten";"?";"?";"?";"?";"?";"?";"?";"0,2401086";"0,2905469";"0,2681242";"0,2882438";"0,2961904";"0,3868078"
"Berendrecht_Zandvliet";"Percentage Centraal-Aziaten";"?";"?";"?";"?";"?";"?";"?";"0,0313185";"0,03113";"0,0206249";"0,0308833";"0,0306404";"0,0101792"
"Berendrecht_Zandvliet";"Percentage Zuid-Aziaten";"?";"?";"?";"?";"?";"?";"?";"0,0104395";"0,0103767";"0,0103125";"0,0102944";"0,0102135";"0,0610749"
"Berendrecht_Zandvliet";"Percentage Oost-Aziaten";"?";"?";"?";"?";"?";"?";"?";"0,2087901";"0,2282868";"0,2681242";"0,2573605";"0,2042692";"0,2035831"
"Berendrecht_Zandvliet";"Percentage Noord-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"0,7307652";"0,9961606";"1,0724966";"1,2662137";"1,3788173";"1,5574104"
"Berendrecht_Zandvliet";"Percentage West-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"0,2609876";"0,2905469";"0,2474992";"0,2779494";"0,4085385";"0,3664495"
"Berendrecht_Zandvliet";"Percentage Centraal-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"0,3862616";"0,3943136";"0,4331236";"0,4014824";"0,3881115";"0,3868078"
"Berendrecht_Zandvliet";"Percentage Zuid-Afrikanen (regio)";"?";"?";"?";"?";"?";"?";"?";"0";"0,0103767";"0,0103125";"0,0205888";"0,0204269";"0,0203583"
"Berendrecht_Zandvliet";"Percentage Oost-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"0,083516";"0,0830134";"0,0824997";"0,0720609";"0,0714942";"0,0610749"
"Berendrecht_Zandvliet";"Percentage Noord-Amerikanen";"?";"?";"?";"?";"?";"?";"?";"0";"0,0103767";"0,0206249";"0,0102944";"0,0102135";"0,0101792"
"Berendrecht_Zandvliet";"Percentage Zuid-Amerikanen";"?";"?";"?";"?";"?";"?";"?";"0,1983506";"0,1867801";"0,1856244";"0,2161828";"0,2042692";"0,2341205"
"Berendrecht_Zandvliet";"Percentage OceaniÃ«rs";"?";"?";"?";"?";"?";"?";"?";"0";"0";"0";"0";"0";"0"
"Berendrecht_Zandvliet";"Aantal autochtonen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8635"
"Berendrecht_Zandvliet";"Aantal allochtonen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1189"
"Berendrecht_Zandvliet";"Aantal Noord-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11"
"Berendrecht_Zandvliet";"Aantal West-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"464"
"Berendrecht_Zandvliet";"Aantal Zuid-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64"
"Berendrecht_Zandvliet";"Aantal Oost-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"173"
"Berendrecht_Zandvliet";"Aantal West-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"46"
"Berendrecht_Zandvliet";"Aantal Centraal-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"x"
"Berendrecht_Zandvliet";"Aantal Zuid-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7"
"Berendrecht_Zandvliet";"Aantal Oost-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28"
"Berendrecht_Zandvliet";"Aantal Noord-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"226"
"Berendrecht_Zandvliet";"Aantal West-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"57"
"Berendrecht_Zandvliet";"Aantal Centraal-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"45"
"Berendrecht_Zandvliet";"Aantal Zuid-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"x"
"Berendrecht_Zandvliet";"Aantal Oost-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10"
"Berendrecht_Zandvliet";"Aantal Noord-Amerikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"x"
"Berendrecht_Zandvliet";"Aantal Zuid-Amerikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33"
"Berendrecht_Zandvliet";"Aantal OceaniÃ«rs (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Berendrecht_Zandvliet";"Aantal allochtonen met onbekende herkomst (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20"
"Berendrecht_Zandvliet";"Percentage autochtonen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"87,896987"
"Berendrecht_Zandvliet";"Percentage allochtonen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12,103013"
"Berendrecht_Zandvliet";"Percentage Noord-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,1119707"
"Berendrecht_Zandvliet";"Percentage West-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4,723127"
"Berendrecht_Zandvliet";"Percentage Zuid-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,6514658"
"Berendrecht_Zandvliet";"Percentage Oost-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,7609935"
"Berendrecht_Zandvliet";"Percentage West-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,468241"
"Berendrecht_Zandvliet";"Percentage Centraal-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0101792"
"Berendrecht_Zandvliet";"Percentage Zuid-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0712541"
"Berendrecht_Zandvliet";"Percentage Oost-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,2850163"
"Berendrecht_Zandvliet";"Percentage Noord-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2,3004886"
"Berendrecht_Zandvliet";"Percentage West-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,5802117"
"Berendrecht_Zandvliet";"Percentage Centraal-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,4580619"
"Berendrecht_Zandvliet";"Percentage Zuid-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0305375"
"Berendrecht_Zandvliet";"Percentage Oost-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,1017915"
"Berendrecht_Zandvliet";"Percentage Noord-Amerikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0101792"
"Berendrecht_Zandvliet";"Percentage Zuid-Amerikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,3359121"
"Berendrecht_Zandvliet";"Aantal kinderen bij een gehuwd koppel";"?";"?";"?";"?";"2147";"2075";"2035";"1993";"1944";"1924";"1862";"1851";"1794"
"Berendrecht_Zandvliet";"Aantal kinderen bij een ongehuwd koppel";"?";"?";"?";"?";"314";"308";"335";"382";"417";"442";"482";"528";"547"
"Berendrecht_Zandvliet";"Aantal kinderen in een eenoudergezin";"?";"?";"?";"?";"586";"605";"558";"536";"554";"549";"551";"541";"549"
"Berendrecht_Zandvliet";"Aantal alleenstaanden";"?";"?";"?";"?";"885";"911";"887";"908";"897";"918";"930";"937";"892"
"Berendrecht_Zandvliet";"Aantal gehuwden zonder kinderen";"?";"?";"?";"?";"1910";"1889";"1894";"1892";"1922";"1910";"1980";"1986";"2026"
"Berendrecht_Zandvliet";"Aantal gehuwden met kinderen";"?";"?";"?";"?";"2372";"2294";"2260";"2194";"2144";"2126";"2034";"2024";"1971"
"Berendrecht_Zandvliet";"Aantal samenwonenden zonder kinderen";"?";"?";"?";"?";"396";"426";"423";"437";"467";"502";"509";"523";"568"
"Berendrecht_Zandvliet";"Aantal samenwonenden met kinderen";"?";"?";"?";"?";"364";"436";"497";"557";"591";"612";"668";"717";"741"
"Berendrecht_Zandvliet";"Aantal ouders van eenoudergezin";"?";"?";"?";"?";"320";"328";"312";"306";"318";"321";"331";"324";"316"
"Berendrecht_Zandvliet";"Aantal inwoners gezin zonder familieband";"?";"?";"?";"?";"56";"x";"x";"0";"0";"x";"x";"x";"0"
"Berendrecht_Zandvliet";"Aantal inwoners collectieve huishoudens";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"65"
"Berendrecht_Zandvliet";"Aantal andere gezinspositie";"?";"?";"?";"?";"208";"313";"353";"374";"383";"392";"366";"358";"355"
"Berendrecht_Zandvliet";"Percentage kinderen bij een gehuwd koppel";"?";"?";"?";"?";"22,4628583";"21,6461506";"21,2977499";"20,8059296";"20,1722528";"19,841188";"19,1682108";"18,9051169";"18,2614007"
"Berendrecht_Zandvliet";"Percentage kinderen bij een ongehuwd koppel";"?";"?";"?";"?";"3,2852061";"3,213019";"3,5060178";"3,9878902";"4,3270727";"4,5581108";"4,9619106";"5,3927076";"5,5679967"
"Berendrecht_Zandvliet";"Percentage kinderen in een eenoudergezin";"?";"?";"?";"?";"6,1309897";"6,3112873";"5,8398744";"5,5955737";"5,748677";"5,6615448";"5,6722257";"5,5254826";"5,588355"
"Berendrecht_Zandvliet";"Percentage alleenstaanden";"?";"?";"?";"?";"9,2592593";"9,5034425";"9,2830979";"9,4790688";"9,3078759";"9,4668454";"9,573811";"9,5700133";"9,0798046"
"Berendrecht_Zandvliet";"Percentage gehuwden zonder kinderen";"?";"?";"?";"?";"19,9832601";"19,705821";"19,8220827";"19,7515398";"19,943966";"19,6968134";"20,3829524";"20,2839342";"20,6229642"
"Berendrecht_Zandvliet";"Percentage gehuwden met kinderen";"?";"?";"?";"?";"24,8169073";"23,9307323";"23,6525379";"22,9042698";"22,2475874";"21,9243065";"20,9388511";"20,6720458";"20,0631107"
"Berendrecht_Zandvliet";"Percentage samenwonenden met kinderen";"?";"?";"?";"?";"3,8083281";"4,5482996";"5,2014652";"5,8148032";"6,1326139";"6,3112303";"6,8766728";"7,3230518";"7,5427524"
"Berendrecht_Zandvliet";"Percentage samenwonenden zonder kinderen";"?";"?";"?";"?";"4,1431262";"4,4439808";"4,4270016";"4,5620628";"4,8459064";"5,1768588";"5,23986";"5,3416403";"5,781759"
"Berendrecht_Zandvliet";"Percentage ouders van een eenoudergezin";"?";"?";"?";"?";"3,3479807";"3,4216566";"3,2653061";"3,1944879";"3,2997821";"3,3103022";"3,4074532";"3,3091615";"3,2166124"
"Berendrecht_Zandvliet";"Percentage inwoners gezin zonder familieband";"?";"?";"?";"?";"0,5858966";"0,0104319";"0,0104657";"0";"0";"0,0103125";"0,0102944";"0,0204269";"0"
"Berendrecht_Zandvliet";"Percentage collectieve huishoudens tov het aantal inwoners";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0,661645"
"Berendrecht_Zandvliet";"Percentage andere gezinspositie";"?";"?";"?";"?";"2,1761875";"3,2651784";"3,6944008";"3,9043742";"3,9742659";"4,0424874";"3,7677579";"3,6564192";"3,6135993"
"Ekeren";"Totaal aantal inwoners";"21643";"22241";"22311";"22324";"22322";"22403";"22506";"22441";"22403";"22592";"22688";"22592";"22623"
"Ekeren";"Aantal mannen";"10605";"10907";"10942";"10989";"10929";"10947";"11015";"11017";"11003";"11075";"11111";"11078";"11111"
"Ekeren";"Aantal vrouwen";"11038";"11334";"11369";"11335";"11393";"11456";"11491";"11424";"11400";"11517";"11577";"11514";"11512"
"Ekeren";"Percentage mannen";"48,9996766";"49,0400611";"49,0430729";"49,2250493";"48,9606666";"48,8639914";"48,9425042";"49,0931777";"49,113958";"49,0217776";"48,9730254";"49,0350567";"49,1137338"
"Ekeren";"Percentage vrouwen";"51,0003234";"50,9599389";"50,9569271";"50,7749507";"51,0393334";"51,1360086";"51,0574958";"50,9068223";"50,886042";"50,9782224";"51,0269746";"50,9649433";"50,8862662"
"Ekeren";"Bevolkingsdichtheid";"2387,8242274";"2453,8002422";"2461,523187";"2462,9574482";"2462,7367927";"2471,6733432";"2483,0371049";"2475,865799";"2471,6733432";"2492,5252943";"2503,1167616";"2492,5252943";"2495,9454556"
"Ekeren";"Gemiddelde leeftijd";"38,9153075";"39,0954993";"39,3082336";"39,5105716";"39,7055371";"39,9184038";"40,1516484";"40,296288";"40,515422";"40,6242475";"40,7724788";"40,9713173";"41,0780179"
"Ekeren";"Aantal 0 tem 11-jarigen";"3251";"3286";"3232";"3230";"3140";"3147";"3111";"3082";"3048";"3073";"3041";"3032";"2974"
"Ekeren";"Aantal 12 tem 17-jarigen";"1516";"1596";"1610";"1658";"1708";"1691";"1700";"1665";"1648";"1646";"1655";"1639";"1636"
"Ekeren";"Aantal 18 tem 24-jarigen";"1606";"1689";"1759";"1716";"1756";"1808";"1785";"1834";"1836";"1845";"1885";"1866";"1883"
"Ekeren";"Aantal 25 tem 39-jarigen";"4884";"4906";"4796";"4667";"4544";"4388";"4410";"4319";"4253";"4252";"4219";"4104";"4124"
"Ekeren";"Aantal 40 tem 64-jarigen";"6846";"7104";"7193";"7265";"7323";"7453";"7542";"7589";"7634";"7743";"7801";"7796";"7809"
"Ekeren";"Aantal 65-plussers";"3540";"3660";"3721";"3788";"3851";"3916";"3958";"3952";"3984";"4033";"4087";"4155";"4197"
"Ekeren";"Aantal 18 tem 64-jarigen";"13336";"13699";"13748";"13648";"13623";"13649";"13737";"13742";"13723";"13840";"13905";"13766";"13816"
"Ekeren";"Percentage 0 tem 11-jarigen";"15,021023";"14,7745155";"14,4861279";"14,4687332";"14,0668399";"14,0472258";"13,8229805";"13,7337908";"13,6053207";"13,6021601";"13,4035614";"13,4206799";"13,1459135"
"Ekeren";"Percentage 12 tem 17-jarigen";"7,0045742";"7,1759363";"7,2161714";"7,4269844";"7,6516441";"7,5480962";"7,5535413";"7,4194555";"7,3561577";"7,2857649";"7,2946051";"7,2547805";"7,2315785"
"Ekeren";"Percentage 18 tem 24-jarigen";"7,4204131";"7,594083";"7,8840034";"7,6867945";"7,8666786";"8,0703477";"7,9312183";"8,1725413";"8,195331";"8,1666076";"8,3083568";"8,2595609";"8,3233877"
"Ekeren";"Percentage 25 tem 39-jarigen";"22,5661877";"22,0583607";"21,496123";"20,9057517";"20,3565989";"19,5866625";"19,5947747";"19,2460229";"18,9840646";"18,8208215";"18,5957334";"18,1657224";"18,2292357"
"Ekeren";"Percentage 40 tem 64-jarigen";"31,6314744";"31,9410098";"32,2397024";"32,543451";"32,8062002";"33,2678659";"33,5110637";"33,8175661";"34,0757934";"34,2731941";"34,3838152";"34,5077904";"34,5179684"
"Ekeren";"Percentage 65-plussers";"16,3563277";"16,4560946";"16,6778719";"16,9682853";"17,2520383";"17,4798018";"17,5864214";"17,6106234";"17,7833326";"17,8514518";"18,0139281";"18,391466";"18,5519162"
"Ekeren";"Percentage 18 tem 64-jarigen";"61,6180751";"61,5934535";"61,6198288";"61,1359971";"61,0294776";"60,9248761";"61,0370568";"61,2361303";"61,255189";"61,2606232";"61,2879055";"60,9330737";"61,0705919"
"Ekeren";"Aantal 0 tem 9-jarigen";"2677";"2718";"2665";"2669";"2590";"2602";"2545";"2539";"2502";"2506";"2492";"2509";"2475"
"Ekeren";"Aantal 10 tem 19-jarigen";"2578";"2649";"2702";"2727";"2757";"2770";"2785";"2742";"2771";"2773";"2765";"2709";"2666"
"Ekeren";"Aantal 20 tem 29-jarigen";"2508";"2547";"2499";"2400";"2468";"2430";"2493";"2559";"2515";"2573";"2652";"2610";"2699"
"Ekeren";"Aantal 30 tem 39-jarigen";"3494";"3563";"3531";"3475";"3333";"3232";"3183";"3060";"2997";"2964";"2891";"2813";"2777"
"Ekeren";"Aantal 40 tem 49-jarigen";"3159";"3328";"3408";"3440";"3493";"3556";"3542";"3493";"3482";"3519";"3455";"3415";"3389"
"Ekeren";"Aantal 50 tem 59-jarigen";"2564";"2634";"2676";"2741";"2760";"2796";"2878";"2872";"2922";"2970";"3064";"3112";"3148"
"Ekeren";"Aantal 60 tem 69-jarigen";"2262";"2247";"2172";"2125";"2137";"2159";"2196";"2281";"2260";"2270";"2319";"2336";"2425"
"Ekeren";"Aantal 70 tem 79-jarigen";"1760";"1810";"1842";"1851";"1856";"1877";"1859";"1863";"1860";"1854";"1858";"1853";"1779"
"Ekeren";"Aantal 80 tem 89-jarigen";"532";"631";"694";"768";"799";"840";"869";"897";"962";"1030";"1030";"1065";"1084"
"Ekeren";"Aantal 90+'ers";"109";"114";"122";"128";"129";"141";"156";"135";"132";"133";"162";"170";"181"
"Ekeren";"Aantal mannen 0-9 jaar";"1373";"1382";"1346";"1369";"1326";"1340";"1318";"1301";"1277";"1279";"1260";"1289";"1282"
"Ekeren";"Aantal mannen 10-19 jaar";"1320";"1373";"1400";"1409";"1411";"1416";"1412";"1410";"1425";"1450";"1441";"1399";"1364"
"Ekeren";"Aantal mannen 20-29 jaar";"1281";"1290";"1266";"1241";"1248";"1205";"1258";"1301";"1264";"1284";"1319";"1313";"1368"
"Ekeren";"Aantal mannen 30-39 jaar";"1737";"1782";"1765";"1717";"1655";"1597";"1573";"1525";"1502";"1467";"1407";"1348";"1339"
"Ekeren";"Aantal mannen 40-49 jaar";"1566";"1659";"1716";"1718";"1731";"1766";"1769";"1736";"1730";"1744";"1734";"1722";"1699"
"Ekeren";"Aantal mannen 50-59 jaar";"1255";"1311";"1332";"1380";"1366";"1385";"1406";"1415";"1429";"1458";"1510";"1532";"1557"
"Ekeren";"Aantal mannen 60-69 jaar";"1083";"1070";"1031";"1017";"1026";"1036";"1082";"1109";"1104";"1099";"1128";"1149";"1194"
"Ekeren";"Aantal mannen 70-79 jaar";"793";"801";"823";"832";"838";"853";"824";"845";"861";"858";"861";"855";"821"
"Ekeren";"Aantal mannen 80-89 jaar";"177";"215";"244";"287";"304";"317";"341";"344";"376";"405";"403";"418";"429"
"Ekeren";"Aantal mannen 90+ jaar";"20";"24";"19";"19";"24";"32";"32";"31";"35";"31";"48";"53";"58"
"Ekeren";"Aantal vrouwen 0-9 jaar";"1304";"1336";"1319";"1300";"1264";"1262";"1227";"1238";"1225";"1227";"1232";"1220";"1193"
"Ekeren";"Aantal vrouwen 10-19 jaar";"1258";"1276";"1302";"1318";"1346";"1354";"1373";"1332";"1346";"1323";"1324";"1310";"1302"
"Ekeren";"Aantal vrouwen 20-29 jaar";"1227";"1257";"1233";"1159";"1220";"1225";"1235";"1258";"1251";"1289";"1333";"1297";"1331"
"Ekeren";"Aantal vrouwen 30-39 jaar";"1757";"1781";"1766";"1758";"1678";"1635";"1610";"1535";"1495";"1497";"1484";"1465";"1438"
