"title";"description";"address";"gisx";"gisy";"image";"link"
"Sint-Maria";"Basisschool met 6 kleuterklassen en 10 lagere schoolklassen. Vanaf het schooljaar 2012-2013 is Sint-Maria naar de Lange Kongostraat verhuisd.";"Lange Kongostraat 21, 2060 Antwerpen";"4.4395074";"51.2231137";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010094"
"De Pijl";"Zoekt u ... een dorpsschool in 't Stad? Zoekt u ... figuurlijk en letterlijk een reuzegroot herenhuis met tuin, gericht naar het zuiden? Zoekt u ... figuurlijk en letterlijk vele kamers met originele ornamenten? Zoekt u ... traditioneel onderwijs gekruid met leersystemen uit het methodeonderwijs? Zoekt u ... kom dan gewoon even kijken!!!";"Pijlstraat 2, 2060 Antwerpen";"4.4187559";"51.2214576";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/studiegebied/de pij 2l.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010098"
"\'t Spoor";"Ât Spoor is een kleine katholieke school die zich richt op de kinderen uit de buurt. De buurt is multicultureel dus is onze school dat ook. Onze visie vindt u terug in onze naam: Ât Spoor. Kinderen komen allemaal van ergens, hebben een thuis, een verleden (een station) en zijn allemaal onderweg (de trein) naar nieuwe horizonten, hun eigen toekomst. Als school willen we de kinderen begeleiden naar die toekomst. We zijn geen eindstation, maar wijzen alleen de weg. Als voornaamste brandstof voor hun trein bieden we taal in al zijn vormen en welbevinden. Als smeermiddel gebruiken we respect, betrokkenheid en een goede werkhouding.  De kleuterafdeling bestaat uit 4 leefgroepen en een juf die werkt aan motoriek en een juf die specifiek met de 5-jarigen werkt in kleine groepjes. De lagere afdeling bestaat uit 6 klassen. Het 1ste, het 2de, het 3de en het 4de leerjaar hebben ondersteuning van een extra leerkracht.";"Demerstraat 18, 2060 Antwerpen";"4.4294586";"51.2304580";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/t spoor.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010102"
"Sint-Norbertusinstituut";"Sint-Norbertusinstituut start vanaf september 2012 met een kleutervestiging op de Sint-Willibrordusstraat 47-49, gelegen op de grens van Antwerpen en Borgerhout.";"Groenstraat 73, 2060 Antwerpen";"4.4330709";"51.2186867";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010106"
"Sint-Henricus";"Vrije gemengde lagere school.";"Dahliastraat 20, 2060 Antwerpen";"4.4198987";"51.2268091";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/sint_henricus.JPG";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010108"
"De Kangoeroe";"Kleine groepen in het eerste leerjaar voor optimale start. Nieuwe didactische methodes voor taal, wiskunde en Frans. Kangoeroeklas voor de meerbegaafden + aangepaste methodes in de klas. Extra ondersteuning van taakleerkracht voor leerlingen met leerachterstand. Professioneel zorgteam ter ondersteuning van leerlingen en hun ouders. Huiswerkklas met studiebegeleiding. Voorbewaking vanaf 07u30, nabewaking tot 18u00; ook op woensdag. In de derde graad werken we met smartboards. Computerklas + computers in alle klassen. Hele grote speelplaats! Leerlingenraad komt maandelijks bijeen. Nadruk op sport en cultuur. Weekverblijven bouwen we op: derde leerjaar gaat drie dagen weg, vanaf het vierde een volledige week. Actieve oudervereniging 'De buidel'. Zwemmen van derde kleuterklas tot en met vierde leerjaar.";"Ruggeveldlaan 699, 2100 Deurne";"4.4790955";"51.2277302";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/dekangoeroe.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010140"
"De Kangoeroe";"Dynamische kleuterschool in zeer gezellige lokalen. Aparte speelplaats voor onze kleuters. Actieve oudervereniging. Automatische doorstroming naar het lager onderwijs. Regelmatig overleg tussen collega's kleuterschool en lagere school voor optimale overstap naar het lager. Voorbewaking vanaf 07u00, nabewaking tot 18u00. Ook op woensdag. Onze school is goed bereikbaar: bevindt zich aan de eindhalte van tram 5 (Wim Saerensplein). Toffe website, steeds up to date met leuke foto's van wat er allemaal in onze school gedaan wordt.";"Frans Versmissenlaan 19, 2100 Deurne";"4.4769523";"51.2271760";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/dekangoeroeks.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010142"
"Het Baronneke";"Het Baronneke doet heel wat inspanningen om de competenties van onze leerlingen te erkennen.
We laten leerlingen hun eigen competenties herkennen.
We benadrukken het positieve van ELK kind. De zorg om het welbevinden van elk kind, is groot in onze school.
Een kind dat zich goed voelt, leert beterÂ Onze leuze is: ÂElke dag ontdekken dat je meer kan!Â.";"Baron Leroystraat 31, 2100 Deurne";"4.4684443";"51.2258457";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/hetbaronneke.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010144"
"Kriebel";"Wij zijn een bruisende, multiculturele basisschool met ongeveer 280 leerlingen. Je kan met ons kennismaken als je een kijkje neemt op onze website. Je kan onze school ook binnengaan via de Lakborslei 262.";"Lakborslei 262, 2100 Deurne";"4.4545791";"51.2279058";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/NIEUW_LOGO_KRIEBEL.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010148"
"De Spe(e)lvogel";"Onze school is een kleine buurtschool, waar iedereen zich goed voelt. Zowel leren als spelen vinden wij heel belangrijk. Een school waar zowel de directie als het schoolteam zeer dicht bij de kinderen staat en waar ieder kind wordt gestimuleerd zijn mogelijkheden te ontplooien. Een open dialoog met de ouders bevordert de samenwerking.";"Schotensesteenweg 138, 2100 Deurne";"4.4806440";"51.2219216";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/de speelvogel.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010152"
"De Bever";"Omdat onze schoolbevolking zeer divers is, vinden we verdraagzaamheid en respect voor elkaar zeer belangrijke waarden. Een uitstekend lerarenteam biedt niet alleen kwalitatief hoogstaand onderwijs, maar heeft ook bijzondere aandacht voor het welbevinden van alle kinderen. Daarnaast proberen we de ouders zoveel mogelijk bij de schoolwerking te betrekken. Kortom: De Bever is een dynamische school waar altijd iets te beleven valt.";"Albert Bevernagelei 65, 2100 Deurne";"4.4482052";"51.2331330";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010157"
"De Bever";"Omdat onze schoolbevolking zeer divers is, vinden we verdraagzaamheid en respect voor elkaar zeer belangrijke waarden. Een uitstekend lerarenteam biedt niet alleen kwalitatief hoogstaand onderwijs, maar heeft ook bijzondere aandacht voor het welbevinden van alle kinderen. Daarnaast proberen we de ouders zoveel mogelijk bij de schoolwerking te betrekken. Kortom: De Bever is een dynamische school waar altijd iets te beleven valt.";"Van Duyststraat 248, 2100 Deurne";"4.4524037";"51.2327654";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010160"
"De Moza&#239;ek";"De MozaÃ¯ek is een gezellige multiculturele basisschool met drie kleuterklassen en zes lagere klassen. Ons motto is: ELK KIND IS UNIEK! Onze school staat open voor elk kind en elke ouder. De MozaÃ¯ek staat voor degelijk onderwijs in een positief schoolklimaat. Taalopvoeding neemt een belangrijke plaats in op onze school, maar we leggen ook accenten op sport, gezonde voeding, anti-pestgedrag en sociale vaardigheden. Verdraagzaamheid, respect, solidariteit en beleefdheid zijn waarden waar we met de hele school aan werken. Elk schooljaar werken we rond een welbepaald thema. We houden discipline door goede afspraken hoog in het vaandel, maar we zijn ook een democratische school, met participatie van allen.";"Silsburgstraat 83, 2100 Deurne";"4.4751458";"51.2075545";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010167"
"De Octopus";"Wij zijn een veelzijdige en multiculturele school gelegen in Deurne Zuid.
Onze achtpotige octopus staat voor: * eigentijds en energiek * cultuur en creativiteit * sportief * sociaal * uniek * zelfstandigheid * educatief * openheid.
Neem maar eens een kijkje op onze website!";"Sint-Rochusstraat 124, 2100 Deurne";"4.4638866";"51.2041150";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/de octopus.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010171"
"InPEERi@";"Een multiculturele basisschool in Deurne-Noord, met veel aandacht voor de samenleving, respect voor elkaars eigenheid en een gevarieerd aanbod aan activiteiten. Dit alles, gekoppeld aan een project ivm ouder-en leerlingenparticipatie, resulteert in een positief stimulerend schoolklimaat. Nieuw en eigentijds onderwijs op een interactieve manier door het gebruik van ÂSmartboardsÂ in elke klas.";"De Gryspeerstraat 84, 2100 Deurne";"4.4511966";"51.2269485";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/gryspeertje.JPG";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010196"
"Het Vliegertje";"Het Vliegertje is een basisschool met een grote landelijke speeltuin, gelegen aan de stadsrand. Wij streven naar brede individuele ontplooiingskansen door de kleuter centraal te stellen binnen een warme en geborgen schoolgemeenschap. Vanaf september 2012 breidt de school Het Vliegertje uit met een lagere afdeling in de Borrekensstraat 80. Er worden gestart met 2 eerste leerjaren van elk 24 leerlingen. De visie van de kleuterschool wordt verdergezet. Ook het competentieontwikkelend leren, begeleid zelfstandig werken en onderzoekend leren worden pijlers in onze visie.";"Borsbeeksesteenweg 128, 2100 Deurne";"4.4681232";"51.1946789";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/vliegertje.JPG";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010201"
"De Groene Egel";"Zoek je... een prettige schoolsfeer? Wil je... een optimale begeleiding met aandacht voor het milieu? Verwacht je... via zelfsturend leren een verbale expressieve kleuter? Ken je en vind je die school niet... zoek dan even in het park Bisschoppenhof. Kom even met ons kennismaken en verneem zo onze speel- en leerinhouden bij een kindgericht onderwijs. Betrokkenheid en welbevinden dragen wij hoog in het vaandel! Wij zetten het licht op groen voor kleuters vanaf 2,5 jaar.
Onze school is gelegen in het Bisschoppenhofpark.";"Maria de Heeltstraat 114, 2100 Deurne";"5.7950679";"51.4642201";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/groene egel.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010205"
"Het Spuiterke";"Waar lieve deugnieten zich goed voelen, dicht bij de brandweerkazerne, waar onze naam voor de helft op slaat. Een echt wijkschooltje, waar iedereen iedereen kent. Een prettige sfeer, waar de kleuter centraal staat en waar een positieve houding de kwaliteit van een hoogstaand onderwijs verzekert en waar we het open en uitnodigende karakter blijven koesteren. Een schooltje waar niet alleen uw kleuter, maar waar ook de ouders zich thuis voelen.";"Waterbaan 25, 2100 Deurne";"4.4633581";"51.2073959";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/t Spuiterke.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010207"
"De Hoedjes van Papier";"De Hoedjes van Papier is op dit moment een autonome kleuterschool gelegen in een rustige tuinwijk. Een gezellig schooltje, omringd door een mooie, grote tuin met veel groen en speeltuigen. Door de kleinschaligheid heerst er een familiale sfeer. Gelijke kansen worden gestimuleerd door verstandig om te gaan met diversiteit. Vanaf het schooljaar 2012-2013 wordt de autonome kleuterschool ÂDe Hoedjes van PapierÂ een basisschool! Er wordt veel aandacht besteed aan kunst en cultuur. Minstens eenmaal per maand wordt er een culturele activiteit gepland, zoals een uitstap naar het theater, een concert, een museum. Daarnaast neemt de school ook deel aan ÂSportdagen voor kleutersÂ en ÂDe gordel voor scholenÂ. Vijfjarigen gaan om de twee weken zwemmen. Daguitstappen naar de kinderboerderij, zoo, Diesterweg, Malle en  Peerdsbos staan ook op het programma.";"Maarschalk Montgomerylaan 15, 2100 Deurne";"4.4671981";"51.1984495";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/hoedjesvanpapier.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010212"
"De Rakkertjes";"De Rakkertjes" is een autonome kleuterschool met drie klassen en een grote tuin met bomen en speeltuigen. Er heerst een gemoedelijke, familiale sfeer. Er wordt gedifferentieerd gewerkt met de nieuwste didactische materialen. Er wordt veel belang gehecht aan het welbevinden van iedere kleuter. De school heeft een spelotheek, waar elk kind verantwoord speelgoed mag ontlenen. Bij het kiezen worden de kinderen en ouders bijgestaan door raadgevingen van de zorgcoÃ¶rdinator. Zo worden de verschillende ontwikkelingsdomeinen op speelse wijze geoefend. Deze service is gratis. Er is een goede samenwerking tussen de school en de ouders. Maandelijks is er een info voor de ouders. De kleuters gaan regelmatig op uitstap. Vanaf de derde kleuterklas wordt er tweewekelijks naar het zwembad gegaan, waar ze samen met de juf aan watergewenning doen.";"Louis Wanbecqstraat 9, 2100 Deurne";"4.4603492";"51.2242587";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/de rakkertjes.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010216"
"Koeienschooltje";"In deze gezellige autonome kleuterschool begeleiden we kleuters vanaf 2,5 jaar in hun ontwikkeling tot ze naar de lagere school gaan. We streven ernaar onze kleuters in alle aspecten van hun groeiproces te ondersteunen. De natuurlijke open ruimte aan de school biedt extra kansen om de natuur dagelijks spelenderwijs te ontdekken en te onderzoeken. Foto's en meer info kunt u bekijken op de website:www.koeienschool.be";"Haviklaan 2, 2100 Deurne";"4.4881983";"51.2229339";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/Koeienschooltje.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010219"
"Het Pieterke";"Het Pieterke is een kleinschalige, warme kleuterschool met een hart voor alle kleuters en waar het welbevinden van elk kind centraal staat. Beweging, gezondheid en veiligheid krijgen hier alle aandacht. Een prachtige vernieuwde turnzaal, een speelzaal en 2 speelplaatsen geven onze kleuters veel bewegingsruimte.";"Pieter van Isackerlaan 1a, 2100 Deurne";"4.4586030";"51.2122588";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/hetpieterke.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010223"
"Axijoma";"Basisschool van 2de tot 6de leerjaar. Onze kleuterschool en 1ste leerjaar zijn gevestigd in onze nabije vestiging in De Berlaimontstraat.";"Sint-Fredegandusstraat 32, 2100 Deurne";"4.4610228";"51.2295077";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/axijoma.bmp";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010226"
"Axijoma";"Kleuterschool en 1ste leerjaar. Vanaf het 2de tot het 6de leerjaar volgen de kinderen les in de nabije vestiging St.-Fredegandusstraat 32 te Deurne.";"De Berlaimontstraat 110, 2100 Deurne";"4.4589343";"51.2285833";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/axijoma.bmp";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010230"
"Immaculata";"Onze school telt 510 leerlingen. Een multiculturele omgeving en een school 'In beweging'. Breng vrijblijvend een bezoek tijdens de schooluren, wij geven U een rondleiding en de nodige informatie. Het schoolteam.";"Van Dornestraat 125, 2100 Deurne";"4.4493875";"51.2300497";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/immaculata.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010236"
"Sint Godelieve";"Onze school telt 510 leerlingen. Een multiculturele omgeving en een school 'In beweging'. Breng vrijblijvend een bezoek tijdens de schooluren, wij geven U een rondleiding en de nodige informatie. Het schoolteam.";"Van Cortbeemdelei 277, 2100 Deurne";"4.4512366";"51.2335627";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/immaculata.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010238"
"Andromeda Her";"Andromeda heeft 2 vestigingen: op de Herentalsebaan 482 (peuterklas, kleuterschool, lagere school 1ste en 2de leerjaar) en op de Van Den Hautelei 63 (van 3de leerjaar tot 6de leerjaar). Beide achteringangen zijn gelegen op de Dascottalei. Er worden rangen voorzien van het ene gebouw naar het andere.";"Herentalsebaan 482, 2100 Deurne";"4.4719011";"51.2055503";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/Andromeda.JPG";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010242"
"\'t Speelscholeke (ervaringsgericht onderwijs)";"Methodeschool ervaringsgericht onderwijs.";"Hertstraat 7, 2100 Deurne";"4.4562920";"51.2198806";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010246"
"Drakenhof";"";"Drakenhoflaan 242, 2100 Deurne";"4.4658374";"51.1949735";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/drakenhof.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010250"
"Heilig Hart - De Ster";"";"Seraphin de Grootestraat 120, 2100 Deurne";"4.4819076";"51.2208919";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/H hart.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010254"
"Heilig Hart - De Zon";"";"Schotensesteenweg 79, 2100 Deurne";"4.4790411";"51.2212685";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/H hart.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010258"
"Sancta Maria";"De school maakt het verschil." Een goede school voor sterke leerlingen, een sterke school voor leerlingen die het moeilijker hebben... In deze vestiging bevindt zich de onderbouw van onze lagere school: 1ste, 2de, 3de  en 4de leerjaar en de kleuterschool.";"Pieter de Ridderstraat 5, 2100 Deurne";"4.4616894";"51.2235103";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/sanctamaria.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010260"
"Sancta Maria";"De school maakt het verschil." Een goede school voor sterke leerlingen, een sterke school voor leerlingen die het moeilijker hebben... In deze vestiging bevindt zich de bovenbouw van onze lagere school: 5de en 6de leerjaar.";"Gallifortlei 146, 2100 Deurne";"4.4648060";"51.2240788";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/sanctamaria.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010264"
"Sancta Maria";"De school maakt het verschil." Zeer kleine, gezellige kleuterschool met open karakter. Deze vestiging telt twee gemengde kleuterklassen. Kleuters kunnen gebruik maken van heel wat speelruimte...";"Coeveltstraat 9, 2100 Deurne";"4.4554514";"51.2207330";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/sanctamaria.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010268"
"Sint-Bernadette";"Wij zijn een katholieke basisschool waar iedereen welkom is.";"Antoon Van Den Bosschelaan 145, 2100 Deurne";"4.4783509";"51.2306581";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/st-bernadette.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010270"
"Sint-Rumoldus";"";"Paulus Beyestraat 153, 2100 Deurne";"4.4724977";"51.2239020";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/st-rumoldus.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010275"
"Mariagaarde";"Moderne school in een groene omgeving. Accent op huiselijke sfeer en zorg voor alle kinderen. MOS (milieu op school), uniform in de lagere school, kleinschaligheid en doorstroming.";"Griffier Schobbenslaan 45, 2140 Borgerhout";"4.4563949";"51.2144629";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/mariagaarde.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010281"
"Ervaringsgerichte basisschool De Linde";"Alternatieve multiculturele school - Ervaringsgericht - Zelfstandig - Verantwoordelijkheid - Projectmatig - Muzisch-creatief - Intercultureel - Ouderbetrokkenheid - Buurtgericht";"Van Steenlandstraat 15, 2100 Deurne";"4.4556498";"51.2087410";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/de linde.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010287"
"Het Plantijntje";"Multiculturele basisschool specifiek gericht op extra taalonderwijs en het onthaal van anderstalige nieuwkomers, zowel in kleuter als in lagere school.";"Plantin en Moretuslei 163, 2140 Borgerhout";"4.4297716";"51.2096695";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/plantijntje.JPG";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010292"
"De Kleine Wereldburger";"Vanaf het schooljaar 2011 - 2012 zijn we uitgegroeid naar een basisschool bestaande uit een kleuterschool en een lagere school met een 1ste, 2de en derde leerjaar.";"Generaal de Wetstraat 16, 2140 Borgerhout";"4.4393116";"51.2160816";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010298"
"De Vlinderboom (Cocon)";"In de Arthurschool komen de kinderen graag naar school. Wij bieden hen de mogelijkheid om zich 100% te ontplooien op sociaal, emotioneel en intellectueel vlak. Ook kunst en cultuur dragen wij hoog in ons vaandel. Door de ligging aan de rand van het park genieten wij van een uitstekende lokatie voor sport en spel. Kortom, een toffe school waar iedereen zich thuis voelt.";"Arthur Matthyslaan 82, 2140 Borgerhout";"4.4519502";"51.2043743";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010300"
"De Esdoorn";"De Esdoorn is een multiculturele school waar alle kinderen welkom zijn! Er staat een schoolteam klaar dat ervoor zorgt dat welbevinden en presteren hand in hand gaan..., dat diversiteit als een meerwaarde beschouwt..., dat elk kind geeft wat het nodig heeft.";"Vincottestraat 44, 2140 Borgerhout";"4.4379785";"51.2169606";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010304"
"de! Kunsthumaniora";"De! Kunsthumaniora biedt in Vlaanderen het ruimste aanbod van kunstrichtingen aan, zowel op het gebied van Beeldende Kunsten (met o.a. artistieke opleiding, audiovisuele vorming, beeldende en architecturale vorming) als van Podiumkunsten met muziek (zowel Klassiek als Jazz, Pop en Rock), Woordkunst-Drama/Woordkunst-Muziek en ook de pre-professionele richting Hedendaagse Dans. Hiernaast bieden we ook nog voorbereidende jaren voor Beeldende Kunsten (voor de kunstacademie en mode-academie) en Muziek, zowel Klassiek, Jazz, Pop, Rock als Musical (voor conservatorium en andere muzikale opleidingen in het hoger kunstonderwijs).";"Karel Oomsstraat 24, 2018 Antwerpen";"4.4098697";"51.1968792";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/Kunsthumaniora.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010363"
"de! Kunsthumaniora";"De! Kunsthumaniora Â campus Wilrijk richt een brede eerste graad in met de richtingen Latijn, Moderne Wetenschappen en Artistieke Vorming (deze laatste met de opties dans, muziek, beeldende kunst of woordkunst), alsook de pre-professionele richting Hedendaagse Dans in de 2e en 3e graad en het voorbereidend jaar Muziek, optie Musical.";"Kerkelei 43, 2610 Wilrijk";"4.3997048";"51.1685459";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/kunsthum.png";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010364"
"Don Bosco Technisch Instituut";"";"Salesianenlaan 1, 2660 Hoboken";"4.3710995";"51.1733701";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/donbosco.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010366"
"Lyceum Linkeroever";"Kwaliteitsonderwijs betekent in eerste instantie onderwijs op maat van al onze leerlingen. De leerling,  zijn specifieke schoolloopbaan, talenten en competenties staan hierbij centraal. Onze school streeft ernaar kritische en zelfstandige studenten te vormen  die in staat zijn hogere studies succesvol te beÃ«indigen. Vandaar het belang dat we hechten aan competentiegericht onderwijs met aandacht voor leren leren,  projectonderwijs en zelfgestuurd leren.

Complementair aan het verwerken van leerinhouden en het verwerven van vaardigheden, impliceert kwaliteitsonderwijs tevens ondersteuning en begeleiding van onze leerlingen. In samenwerking met het hele team staan onze medewerkers van het zorgbeleid garant voor een professionele opvolging van leerlingen met taalvaardigheidsproblemen, leerstoornissen, socio-emotionele problemen of hoogbegaafdheid.";"Gloriantlaan 60, 2050 Antwerpen";"4.3860287";"51.2249436";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/campuslinkeroever.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010367"
"Groenendaalcollege";"Het Groenendaalcollege is een school met uitsluitend studierichtingen van het Algemeen Secundair Onderwijs (ASO). Bijgevolg is de studiesfeer belangrijk om een goede voorbereiding te bieden op een verdere opleiding in hogescholen en universiteiten. Het uitgebreide pedagogisch project wordt geconcretiseerd in de visietekst 'Ruimte om te groeien'. Het Groenendaalcollege biedt iedere jongere met de nodige talenten de ruimte om zich te ontplooien, om zelf initiatieven te nemen, om zijn eigen leven vorm te geven. De leraren ondersteunen dit proces van zelfontplooiing door kwaliteitsonderwijs en leerlingnabije ondersteuning. Naast de psychologische ruimte die de leerlingen krijgen, is er ook de ruimte in letterlijke betekenis van het woord: het park biedt een oase van rust en ruimte voor sport, spel, ontspanning... in de stedelijke omgeving.";"Gagelveldenstraat 71, 2170 Merksem";"4.4361323";"51.2432873";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/groenendaalcollege.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010431"
"Stedelijk Lyceum Deurne - Rochus";"Het Lyceum Deurne is een secundaire school met een zeer ruim onderwijsaanbod: een zesjarige humaniora ASO en diverse studiedomeinen TSO en BSO. We bieden kwaliteitsvol onderwijs met toekomstgerichte opleidingen en een sterk leerlinggerichte aanpak die ieders vaardigheden, kennis en kwaliteiten maximaal ontwikkelt. Extra aandacht voor de overgang van lager naar secundair onderwijs met Âleren lerenÂ met studietips, contractwerk, extra bijwerklessen, schoolloopbaanbegeleiding, tutoraat i.s.m. universiteit en hogescholen Antwerpen. Onze oud-leerlingen hebben een succesvolle carriÃ¨re uitgebouwd binnen de meest diverse domeinen van de samenleving.";"Sint-Rochusstraat 22, 2100 Deurne";"4.4651535";"51.2067852";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/stedelijk lyceum.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010434"
"Steinerschool Antwerpen Middelbaar";"";"Volkstraat 40, 2000 Antwerpen";"4.3957484";"51.2109267";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8010435"
